name,ratings,date,helpful,comment
何絲佳丞,5,2020年1月23日,0,親自使用後並不會覺得廣告太多，只是希望就算不是會員也能觀看720p影片。
Yu Yu,1,2020年2月16日,0,無法參加觀劇贈點活動，登出重新安裝也不行。糟
海悅,2,2020年2月1日,0,拜託補充一些有名的大陸劇好嗎？ 我找了一大堆都沒有
許瓊慧,5,2020年3月20日,1,劇情好看！但廣告太長再縮短會更好~
吳妮妮,3,2020年1月15日,2,聲音跟螢幕不同步是？？而且廣告太多了一直跳影片 如果這個可以調整會更愛這個程式
的和,5,2020年2月25日,1,有觀看時間紀錄很讚，下次看的時候不用重新找時間
淑芳王,3,2020年4月22日,0,抄作簡單明瞭
Jason Huang,1,2020年1月8日,4,整個亂七八糟的，而且廣告多到誇張。
張壽,1,2020年2月20日,0,爛的要死，有死愛錢，幹要啥VIP去死啦！幹幹幹幹幹。
Sally Soh,5,2020年3月21日,0,這風格就是古典唯美的遊戲畫面很精緻，我就愛去網址kuu39. c o m裡玩無限元寶滿V版，商城金幣這些東西都是無限用，上線就送海量福利，不需要是台戰也能夠超強，真的非常佛心。真人配對即時戰鬥，經典大逃殺生存玩法。電磁侵襲、搜刮資源、潛伏偷襲、掠奪戰利品、絕境逆襲。沒有套路，沒有規則，戰局隨時改變，不到最後一刻誰也不曉得誰才是最後的生存贏家！滿喜歡這個遊戲 我玩好幾個月了 ，這款遊戲上手很簡單。1.盡可能多的獲取資源:資源就是生存的根本，玩家需要到遊戲場景中蒐集大量資源用以建造屬於自己的家園來抵禦殭屍的進攻.2.填飽肚子:獵殺野獸，採集果實或是找尋補給.總之餓著肚子是沒法好好戰鬥的.戰鬥之後別…完整評論
蔡小英,5,2020年5月16日,0,好看♡喜歡
李宗妮,5,2020年2月3日,1,介面使用方便，有保留觀看紀錄，方便。
許庭瑄,2,2020年3月3日,0,百年新娘為什麼第10集只有30分鐘 為了畫質去買 結果還要去別的網頁看？
陳胥清,3,2020年5月31日,0,廣告有點長，需改進。
陳清仁,3,2020年1月26日,1,我覺得很多好看的影片都是要加入費用才能看但是因為我是預付卡的所以有些必須要加值才能看我覺得不喜歡喔
李李佩,4,2020年2月9日,0,有很多想看的劇還沒有在裡面，有點可惜
張妤溱,5,2020年2月29日,1,除了需要收看廣告以外，是很好用的免費影音串流軟體，只是有時候觀看紀錄常常不準
鍾昆霖,5,2020年3月9日,0,覺得設備都還不錯 Ok的，繼續保持
小雯,5,2020年1月29日,1,更新完之後出現條款隱私什麼的，確定都沒法按下收藏都不見了
kikiyesyes Lin,1,2020年2月4日,0,不誠實的官方，後台記錄系統肯定有問題卻不肯認錯
蔡心云,3,2020年3月11日,1,雖然我覺得不錯用，但是它不更新就完全不能用( ง °皿°)ง⁼³₌₃
王屏虹,5,2020年5月19日,0,想賺點數
賴佳妃,5,2020年3月14日,0,新片變多，選擇更多…就是很棒很👍👍👍
bxnckq sfhjqy,5,2020年5月21日,0,"對新手不夠友善，只有5步就也有了。也不知道要怎們玩。缺點就是無法無限資源、無限鑽石。建議可以像huu83,c0Ｍ上的遊戲一樣都是登入送VIP無限資源的，超多人在那玩的，海量元寶養成材料領不停。按照任務的引導一步一步過來，蠻有意思。遊戲玩起來超有趣！不說我在這一年裡沒有遇到很好的格鬥系統的手機遊戲，希望運營可以給玩家多發點獎勵，讓我們更容易獲得其他角色，畢竟這些的角色真的很讚。在一款小體量的單機勇闖地下城裏發現的一點，就是一些特殊效果詞條的裝備(似乎在當今的遊戲裏蠻常見)，例如增加技能範圍，或者飛行物數量，或者自動釋放壹個什麽低等級的技能，包括像些常規屬性如生命回復類的詞條，可以使玩家在技能以外…完整評論"
Nelson Oran,5,2020年5月21日,0,"覺得這款遊戲還不錯，有職業可以選擇，可以去網址wee57,℃0M，玩這遊戲的元寶無限滿VIP版，資源鑽石都是無限的，還有千款遊戲無限元寶版手遊，但是我個人覺得職業和Boss太少了一點覺得只有十幾種職業和四隻BOSS，可以在多加一些（職業可以加到四十五種然後BOSS可以加到三十隻），也可以多加一些電腦版的素材進去，遊戲會更加好玩，缺點就是斷線的頻率太高了，希望官方可以改善一下斷線的問題😜，還有為什麼楓之穀的最高等只到200等嗎？也希望打某些BOSS的時候可以攜帶祭品入場（炎魔、梅格耐斯、……）我玩了將近十年的新楓之穀，這是第一次玩手機版，也希望官方可以盡量的把手機版發揮到和電腦版一樣的效果！裝…完整評論"
吳色色,4,2020年4月2日,2,還不錯，希望影片可以更多~~
Julie X,5,2020年2月26日,0,播放很流暢。也很方便觀看。
傲小傲,1,2020年1月22日,1,廣告太多，廣告結束之後無法自動播放，不推薦
lily feng,5,2020年3月9日,0,實用，生活娛樂的一大享受
Eleanora Wu,4,2020年5月15日,0,整體上是都不錯，也有記錄上次觀看到哪邊，不用一直滑上次看到哪裡，美中不足就是很多新的熱門韓劇都沒有，許願也許了很多部，但效果不彰，畢竟版權問題嘛...但還是要請你們加油啊~有最新熱門韓劇不是更能吸引觀眾嗎！！
jia min,1,2020年1月27日,1,廣告一堆！廣告一堆！還有一次2個的🤬🤬
aeimq hqijnpu,5,2020年5月21日,0,"簡易的彈幕橫向遊戲~操作簡易上手~基本不用課金就能上手破圖 能玩的東西非常多，所以要自己選擇oyy33,西0Ｍ有滿V的無限鑽石版，資源通通大放送還有千爆款線上的遊戲無限版不用充就能玩，一開想說是騙人的吧~天下那有這麼好的事，完全免費，想說試看看下載，天阿~是真的!!超爽!!每天的遊玩目標 其實這類遊戲不該叫做RPG，該叫養成遊戲，玩到最後全是刷材料刷道具，以前那都是練副職業才幹的事，現在倒好，全下海了。遊戲生態啊～唉！ 同比魔性廠商Nitrome 的尖刺城市，沒有急迫感，玩起來也會缺乏目標下載來玩發現不管是人物、劇情，以及遊戲方法都非常棒！希望可以增加類似市集的功能，一個玩家與玩家間的買賣地方…完整評論"
許鐘棋,1,2020年2月2日,0,很好看我第一次用手機看片子所以前後覺得很好讓我消除無聊謝謝
呆呆人,1,2020年2月7日,0,軟體突然一直打不開 移除重裝了兩次也是。。。 😑
賴詩晴,5,2020年2月29日,0,畫質如果有更高的，那就非常棒了！
4i495 iiet,1,2020年3月18日,1,錯誤訊息10017，觀看時會當機
開開心心,4,2020年5月3日,0,雖然能先看 但是看到一半就很多廣告
愛無一郎,5,2020年3月11日,0,好看最❤看的是鬼滅之刃，希望有第2季❤
陳欣怡,5,2020年4月15日,0,根據選擇推進劇情的遊戲方式很有趣，希望翻譯品質能再提升，可惜不能像網址nckkg. c o m裡的遊戲一樣，註冊遊戲帳號後就有元限元寶，上面能夠玩無限元寶版，直接就滿V和無限貨幣，根本不用儲值，強烈推薦哦！擁有很好的遊戲體驗，也有很多的玩法。風格可愛有趣，創作也能很多原。不過唯一的缺點就是升級的部分和建築的部分價格太高，剛玩時很難升本，其他需要改善的只有升級時間能稍微調少一點就好，不然升級時間太長很多人都等不下去。也謝謝製作團隊的用心，做出怎麼好的遊戲。這一切都是健康和自由的體驗遊戲。由於很多玩家抓不到，所以很難抓住高星等。畢竟，這不是你的專屬遊戲。必須有一個折衷方案。當然，對於像我這樣週末沒…完整評論
Arlene Thanos,5,2020年4月15日,0,根據選擇推進劇情的遊戲方式很有趣，希望翻譯品質能再提升，可惜不能像網址wechh. c 0m裡的遊戲一樣，註冊遊戲帳號後就有元限元寶，上面能夠玩無限元寶版，直接就滿V和無限貨幣，根本不用儲值，強烈推薦哦！擁有很好的遊戲體驗，也有很多的玩法。風格可愛有趣，創作也能很多原。不過唯一的缺點就是升級的部分和建築的部分價格太高，剛玩時很難升本，其他需要改善的只有升級時間能稍微調少一點就好，不然升級時間太長很多人都等不下去。也謝謝製作團隊的用心，做出怎麼好的遊戲。這一切都是健康和自由的體驗遊戲。由於很多玩家抓不到，所以很難抓住高星等。畢竟，這不是你的專屬遊戲。必須有一個折衷方案。當然，對於像我這樣週末沒有…完整評論
可喵,4,2020年3月21日,8,希望可以出世界第一初戀～其他沒事。
青玉髓翠夜,1,2020年1月1日,1,更新後一直程式死當不能用，激糞使用體驗
蔡育玲,5,2020年2月4日,0,更新的很即時，而且裡面的劇很不錯看
玲玲呂,4,2020年3月26日,0,太多廣告，廣告時間太長
老園丁,3,2020年3月24日,1,未承看過，體驗看看，感謝您
洪育美,1,2020年2月16日,0,沒有我喜歡看的劇 ，我許願也都沒有 ！😡😡😡
斐菕,5,2020年2月10日,1,買過VIP的很好用 就算沒VIP有廣告也只是幾秒鐘 但就希望多一點陸劇韓劇
Yaofu Chen,5,2020年3月22日,0,非常好看！我超喜歡的😉
仙人掌,4,2020年3月14日,0,希望可以看到更多的新片
Home Chen,1,2020年2月16日,1,明明沒有看的劇，卻在觀看記錄裡?!!
Lena Lee,5,2020年1月26日,0,精彩的電視劇讓人愛不釋手！打發無聊
yuan du,3,2020年2月17日,1,更新後 看完影片記錄跟事實不符 明明有看確無記錄
劉素貞,4,2020年3月10日,0,很好，很方便。
雲.信,5,2020年4月14日,0,很好，我喜歡！👍
劉婉芬,1,2020年3月10日,1,一直沒辦法更新 到底是怎樣啦
林裕淑,3,2020年3月12日,1,還不錯，但廣告太多
Patrick Walid,5,2020年3月5日,0,圓素很足的遊戲， 越玩越能感受到地空詠唱網！裡遊戲深度。 上線馬上就可以領無縣鑽石，好幾千款滿v版超級好玩的又不用充錢，離線獎勵獎勵非常之多送到你吐，玩起來什麼不開心的都忘記了，聊天也能拿圓寶還去找你的另一半吧~一直玩下去隱藏在遊戲中的祕密突出了遊戲中冒險要素，獲得裝備也是有趣的地方之一。雖然遊戲很簡單，還是有種莫名其妙的投入感，遊戲節奏很讓人上手。 喜歡暗黑的玩家可以玩一下，老遊戲還是有人玩的話，還是有些理由的。遊戲中背景音樂，請您先到蒼天牧師網上找星耀版手遊，大量的商城幣沒有縣制資源玩起來才夠爽，還有角色交易系統唷。場景做的很細緻。 感覺可以靜下來心，可以獨自慢慢玩的遊戲。雖然很難受還是會…完整評論
歐小怡,4,2020年3月2日,0,少那 顆星的原因 是因為 廣告 有點多
Hale Nessan,5,2020年3月5日,0,"風新穎，我想這次在最近當中出的一款很好的遊戲，這種手遊雖沒有到不常見，美中不足就是不能像【ekuu9,C om】的遊戲一樣直接無限元寶送VIP。 每一個地方都環環相扣,讓我體驗到遊戲設計師的創意小巧思但是真正好玩的也不多了，而且人物和景色處理都獨樹一格，每一個地方都環環相扣，讓我體驗到遊戲設計師的創意小巧思，非常耐玩，而且劇情引人入勝，在敘事的時間也不會冗長，把握的剛剛好，跟我以前玩的手遊完全不一樣，是一個有層次跟故事的遊戲。搞得我很想下一秒就弃坑了希望官方能採納我的建議！就是是否可以把開發中抽到同款重複裝備，做一個交換，不然好不容易抽到的SR裝備居然是重複的，而且裝備還要4件都同款才會發揮最…完整評論"
約書亞,1,2020年2月17日,0,廣告多就算了，還卡的要命。
林佳慧,5,2020年3月4日,0,希望最新的劇都有得看，就更完美啦♥
Platon Isa,5,2020年3月5日,1,"良心作品啊,打擊感不錯的遊戲,別人介紹我上那個【蒼天牧師網！】網上體驗一下公益遊戲版本，哈哈因為這網站有很多遊戲的BT版~裝備上線就能頂級，真是太爽了，屬性能刷爆，太贊了，我喜歡。他用一次又的感情徹底打破傳統媒體和公眾利益最大化和自己喜歡做錯的事我會一直做朋友們注意到你身邊朋友家吃飯、所以玩刺激戰長吧！我是女生 雖然我玩這個技術教九流的遊戲有天壤之別！開發者的匠心精神值得我們敬佩，也很感謝開發者，我們才能體會到這麼完美的遊戲。謝謝。遊戲很棒，，玩出來的感悟是不一樣的，它就像你手裡的那把劍，為你所用，"
黃欣儀,5,2020年2月10日,0,很方便，影片很新，影像也很好
方惠明,5,2020年2月29日,0,比較喜歡看動漫影集，畫面唯美生動 好看
Gordon Chiu,5,2020年3月29日,0,讚，要是廣告少點，更讚
鍾侑侑,3,2020年1月11日,0,先感謝line tv提供給不付費的我能夠看到這麼多影片，不付費有廣告難免，也不太介意，還能讓我休息個幾秒，眨眼一下，但是否能改善廣告音量太大這個問題嗎？有時影片聲音偏小需調大音量，結果被廣告聲音嚇死，耳朵都快炸了……不想為了廣告而一直去調整手機音量，非常不方便。 拜託廣告音量請自動調小聲，或是有靜音鍵可以按，拜託了，謝謝你們。
